slug,brand,product_name,category,upc,usda_fdc_id,serving_size,servings_per_package,calories,protein_g,total_fat_g,saturated_fat_g,total_carbs_g,fiber_g,sugars_g,added_sugars_g,sodium_mg,score,grade,protein_density_score,ingredient_quality_score,sugar_load_score,sodium_load_score,fiber_score,saturated_fat_score,last_verified,report_url
magic-spoon-fruity-grain-free-cereal-7-oz-198-g,Magic Spoon,Magic Spoon Fruity Grain-Free Cereal,Cereal,850002887440,2374897,About 1 cup (38 g),,150,13,8,1,15,1,0,0,160,80,B+,100,75,100,53,48,83,2026-05-28,https://labelgrade.com/magic-spoon-fruity-grain-free-cereal-7-oz-198-g
muscle-milk-lean-protein-powder-vanilla-creme-1-94-oz-55-g,Muscle Milk,"Muscle Milk Lean Muscle Protein Powder, Vanilla Crème",Protein Powder,660726516164,1934219,1 packet (55 g),,240,25,9,3,15,3.02,3,,125,80,B+,100,65,99,73,68,68,2026-05-28,https://labelgrade.com/muscle-milk-lean-protein-powder-vanilla-creme-1-94-oz-55-g
muscle-milk-non-dairy-protein-shake-chocolate-44-fl-oz-1-32-l,Muscle Milk,"Muscle Milk, Non Dairy Protein Shake, Chocolate","Energy, Protein & Muscle Recovery Drinks",876063007641,2628921,1 CARTON,,158,20,3.99,0.99,12,0.99,10,,129,80,B+,59,75,100,100,32,99,2026-06-03,https://labelgrade.com/muscle-milk-non-dairy-protein-shake-chocolate-44-fl-oz-1-32-l
muscle-milk-pro-series-protein-powder-knockout-chocolate,Muscle Milk,"Muscle Milk Pro Series Protein Powder, Knockout Chocolate",Protein Powder,660726534212,2114497,2 scoops (53 g),,210,32,3.5,1.5,12,1.01,2,,130,80,B+,100,65,100,72,43,81,2026-05-28,https://labelgrade.com/muscle-milk-pro-series-protein-powder-knockout-chocolate
optimum-nutrition-gold-standard-100-whey-shake-vanilla-11-fl-oz,Optimum Nutrition,Optimum Nutrition Gold Standard 100% Whey Vanilla Shake,Protein Shakes (Ready-to-Drink),748927064100,1991469,1 carton (325 ml),,150,24,3.5,1.5,6,1,2,0,299,80,B+,61,74,99,100,32,98,2026-05-28,https://labelgrade.com/optimum-nutrition-gold-standard-100-whey-shake-vanilla-11-fl-oz
optimum-nutrition-gold-standard-protein-shake-1-03-gal-3-9-l,Optimum Nutrition,Optimum Nutrition Gold Standard Protein Shake (Chocolate),Protein Shakes (Ready-to-Drink),748927968200,2478917,1 carton (11 fl oz / 325 ml),,140,24,2.99,0.488,4,0.975,1.01,,211,80,B+,61,76,100,100,32,99,2026-05-28,https://labelgrade.com/optimum-nutrition-gold-standard-protein-shake-1-03-gal-3-9-l
premier-protein-high-30g-shake-bananas-and-cream-11-5-fl-oz-340-ml,Premier Protein,Premier Protein 30g Shake (Bananas & Cream),Protein Shakes (Ready-to-Drink),643843717850,2626567,1 shake (340 ml),,159,30,3,0.5,4,1,1,0,242,80,B+,63,71,100,100,32,99,2026-05-28,https://labelgrade.com/premier-protein-high-30g-shake-bananas-and-cream-11-5-fl-oz-340-ml
premier-protein-vanilla-high-shake-11-5-fl-oz,Premier Protein,Premier Protein Vanilla High Protein Shake,Protein Shakes (Ready-to-Drink),0643843717041,2622652,1 shake (11.5 fl oz / 345 mL),,159,30,3,0.5,4,1,1,0,231,80,B+,63,71,100,100,32,99,2026-05-27,https://labelgrade.com/premier-protein-vanilla-high-shake-11-5-fl-oz
quaker-oats-honey-raisins-and-almonds-simply-granola-24-1-oz,Quaker,"Simply Granola (Oats, Honey, Raisins & Almonds)",Cereal,0030000572436,2595406,2/3  cup (68g),,270,7,7,1,51,7,16,8.98,34.7,80,B+,65,75,64,100,100,91,2026-06-05,https://labelgrade.com/quaker-oats-honey-raisins-and-almonds-simply-granola-24-1-oz
quest-protein-chips-sea-salt-1-125-oz-32-g,Quest,Quest Protein Chips Sea Salt,"Chips, Pretzels & Snacks",888849000258,1879658,1 bag (32 g / 1.125 oz),,120,21,1.5,0,5,0,0,0,190,80,B+,100,75,100,40,30,100,2026-05-27,https://labelgrade.com/quest-protein-chips-sea-salt-1-125-oz-32-g
quest-vanilla-protein-shake-11-fl-oz-325-ml,Quest,Quest Vanilla Protein Shake,Plant Based Milk,888849008117,2339950,1 shake (11 fl oz / 325 mL),,159,30,3,0,3,0,1,0,250,80,B+,64,72,100,100,30,100,2026-05-27,https://labelgrade.com/quest-vanilla-protein-shake-11-fl-oz-325-ml
starkist-albacore-white-tuna-in-water,StarKist,StarKist Solid White Albacore Tuna in Water,Canned Fish,080000517203,2035415,1 pouch (74 g),,79.9,16,1.5,0.503,0,0,,,240,80,B+,82,80,100,65,30,97,2026-05-28,https://labelgrade.com/starkist-albacore-white-tuna-in-water
two-good-lowfat-vanilla-greek-yogurt,Two Good,Two Good Lowfat Vanilla Greek Yogurt,Greek Yogurt,00036632039200,2757425,180g,,90,13,2,1.5,4,0,2,,40,80,B+,61,78,100,100,30,96,2026-06-02,https://labelgrade.com/two-good-lowfat-vanilla-greek-yogurt
yoplait-greek-100-protein-blueberry-fat-free-yogurt-5-3-onz,Yoplait,Greek 100 Protein Blueberry Fat Free Yogurt,Greek Yogurt,00070470455785,2717929,1 container (150 g),,101,14.4,0.245,0.083,10.3,0,6.5,2.04,54.6,80,B+,64,77,92,100,30,100,2026-05-28,https://labelgrade.com/yoplait-greek-100-protein-blueberry-fat-free-yogurt-5-3-onz
yoplait-greek-100-protein-peach-fat-free-yogurt-5-3-onz,Yoplait,Yoplait Greek 100 Peach Fat Free Yogurt,Greek Yogurt,00070470433332,2737534,1 container (150 g),,100,14,0,0,11,0,7,1.95,55.5,80,B+,64,77,92,100,30,100,2026-05-28,https://labelgrade.com/yoplait-greek-100-protein-peach-fat-free-yogurt-5-3-onz
atkins-lift-protein-drink-berry-naturally-flavored-1-58-gal-6-l,Atkins,"Atkins Lift Protein Drink, Berry","Energy, Protein & Muscle Recovery Drinks",637480062220,2543253,1 bottle (16.9 fl oz / 500 ml),,91.3,20,0,,1.98,,,,40.6,79,B,56,75,100,100,30,100,2026-05-28,https://labelgrade.com/atkins-lift-protein-drink-berry-naturally-flavored-1-58-gal-6-l
beyond-meat-chicken-grilled-strips,Beyond Meat,Beyond Chicken-Free Grilled Strips,Frozen Appetizers & Hors D'oeuvres,852629004033,2031061,3 oz (85 g),,120,20,3,0,5,2,0,0,350,79,B,85,68,100,54,47,100,2026-05-28,https://labelgrade.com/beyond-meat-chicken-grilled-strips
egg-beaters-liquid-eggs-12-onz,Egg Beaters,Egg Beaters Liquid Eggs,Eggs & Egg Substitutes,00029000002159,2518353,3 tbsp (46g),,24.8,5,0,0,0.998,0,0,,90.2,79,B,66,77,100,80,30,100,2026-06-03,https://labelgrade.com/egg-beaters-liquid-eggs-12-onz
goya-chick-peas-garbanzos-15-5-oz-439-g,Goya,Chick Peas (Garbanzos),Canned & Bottled Beans,041331124225,1869001,0.5 cup,,100,6,2,0,20,6.95,1,,360,79,B,57,80,99,68,70,100,2026-06-05,https://labelgrade.com/goya-chick-peas-garbanzos-15-5-oz-439-g
kashi-go-cereal-13-1oz-1-onz,Kashi,Kashi GO Honey Almond Flax Cereal,Cereal,00018627703211,2721676,1 1/4 cup (58 g),,178,11,2,0,41,13,8,8,172,79,B,80,72,68,68,100,97,2026-05-28,https://labelgrade.com/kashi-go-cereal-13-1oz-1-onz
kellogg-company-us-kashi-golean-cereal-original-15-8oz,Kellogg Company Us,Kashi Golean Cereal Original 15.8oz,Cereal,00018627105152,760154,3/4 Cup,,195,8.85,3.13,0.424,37.8,7.68,12.7,,98.6,79,B,75,80,47,81,100,96,2026-06-03,https://labelgrade.com/kellogg-company-us-kashi-golean-cereal-original-15-8oz
kodiak-cakes-maple-and-brown-sugar-oatmeal-10-58-oz-300-g,Kodiak Cakes,"Maple & Brown Sugar Oatmeal, Maple & Brown Sugar",Cereal,705599014147,2665655,1 Packet,,190,12,2.5,0,31,3,10,10,160,79,B,86,80,56,66,72,100,2026-06-03,https://labelgrade.com/kodiak-cakes-maple-and-brown-sugar-oatmeal-10-58-oz-300-g
maranatha-creamy-almond-butter-12-oz-340-g,MaraNatha,Creamy Almond Butter,Nut & Seed Butters,011213185002,1867208,2 Tbsp,,190,6,16,2,7,3.01,3,,60.2,79,B,78,86,79,81,96,64,2026-06-05,https://labelgrade.com/maranatha-creamy-almond-butter-12-oz-340-g
planters-mixed-nuts-10-3-oz,Planters,Planters Mixed Nuts (Salted),Nuts & Seeds,0029000016651,2614901,1 oz (28 g / about 32 pieces),,170,6,15,1.5,6,3,1,0,89.9,79,B,82,75,96,66,100,68,2026-05-28,https://labelgrade.com/planters-mixed-nuts-10-3-oz
ripple-unsweetened-nutritious-plant-based-milk-original-12-fl-oz-355-ml,Ripple,Ripple Unsweetened Original Plant-Based Milk,Plant Based Milk,855643006014,2287768,1 cup (240 ml),,70,8,4,0.5,0,0,0,0,120,79,B,55,75,100,100,30,99,2026-05-31,https://labelgrade.com/ripple-unsweetened-nutritious-plant-based-milk-original-12-fl-oz-355-ml
starkist-chunk-light-tuna-in-water,StarKist,StarKist Chunk Light Tuna In Water,Canned Tuna,080000221209,2035496,2 oz (56 g),,60,13,0.5,0,0,0,0,0,250,79,B,85,80,100,51,30,100,2026-05-27,https://labelgrade.com/starkist-chunk-light-tuna-in-water
tropicana-orange-juice-59-fl-oz-1-8-quart-75-l,Tropicana,Pure Premium Orange Juice,Juice,048500309223,2501658,8 fl oz,,110,1.99,0,0,26,0,22,,0,79,B,51,88,89,100,30,100,2026-06-06,https://labelgrade.com/tropicana-orange-juice-59-fl-oz-1-8-quart-75-l
atkins-creamy-chocolate-shake-44-fl-oz-1-3-l,Atkins,Atkins Creamy Chocolate Shake,"Energy, Protein & Muscle Recovery Drinks",637480064422,2289466,1 bottle (11 fl oz / 325 ml),,140,10,9,2.99,10,7.15,0,,299,78,B,55,69,100,100,45,95,2026-05-28,https://labelgrade.com/atkins-creamy-chocolate-shake-44-fl-oz-1-3-l
beach-cliff-sardines-in-soybean-oil-11-25-oz-318-g,Beach Cliff,Sardines in Soybean Oil,Canned Seafood,020100400111,2077225,84 g,,150,17,9,2,0,0,0,,240,78,B,80,80,100,68,30,85,2026-06-05,https://labelgrade.com/beach-cliff-sardines-in-soybean-oil-11-25-oz-318-g
chobani-less-sugar-madagascar-vanilla-and-cinnamon-greek-yogurt,Chobani,Chobani Less Sugar Madagascar Vanilla & Cinnamon Greek Yogurt,Greek Yogurt,00818290011930,2757396,150g,,120,12,3,1.5,10,0,9,5,55,78,B,62,83,80,100,30,95,2026-06-04,https://labelgrade.com/chobani-less-sugar-madagascar-vanilla-and-cinnamon-greek-yogurt
chobani-less-sugar-wild-blueberry-greek-yogurt-5-3-oz,Chobani,Chobani Less Sugar Wild Blueberry Greek Yogurt,Greek Yogurt,00818290011480,2756859,150g,,180,18,4.5,2.25,16.5,1.5,13.5,,97.5,78,B,68,80,76,100,37,91,2026-05-28,https://labelgrade.com/chobani-less-sugar-wild-blueberry-greek-yogurt-5-3-oz
egglands-best-inc-large-eggs,Eggland's Best,Eggland's Best Large Eggs,Eggs & Egg Substitutes,715141503494,578450,1 egg (50 g),,60,6,4,1,0,,,,65,78,B,68,78,100,87,30,88,2026-05-28,https://labelgrade.com/egglands-best-inc-large-eggs
fage-total-5-greek-strained-yogurt,Fage,Fage Total 5% Greek Strained Yogurt,Greek Yogurt,00689544080602,2756936,170 g (3/4 cup),,160,15,9,6,5,0,5,0,60,78,B,63,83,100,100,30,77,2026-05-31,https://labelgrade.com/fage-total-5-greek-strained-yogurt
fage-total-greek-yogurt-2-strawberry-5-3-oz,Fage,Fage Total 2% Strawberry Greek Yogurt,Greek Yogurt,00689544081463,2756927,1 cup (150 g),,180,18,3.75,2.25,19.5,,10.5,,67.5,78,B,68,75,88,100,30,91,2026-05-28,https://labelgrade.com/fage-total-greek-yogurt-2-strawberry-5-3-oz
goya-prime-premium-pinto-beans-15-5-oz,Goya,Premium Pinto Beans,Canned & Bottled Beans,0041331124379,2596430,1/2 cup (126g),,120,7.01,0,0,21,5.04,0.995,0,340,78,B,58,80,99,70,58,100,2026-06-05,https://labelgrade.com/goya-prime-premium-pinto-beans-15-5-oz
green-giant-whole-kernel-sweet-corn-15-25-oz,Green Giant,Whole Kernel Sweet Corn,Canned Vegetables,0020000103907,2526958,121GRM,,79.9,2,0.496,0,18,0.968,5,0.968,129,78,B,53,83,96,89,36,100,2026-06-05,https://labelgrade.com/green-giant-whole-kernel-sweet-corn-15-25-oz
hunts-diced-tomatoes-58-onz,Hunt's,Diced Tomatoes,Canned Vegetables,00027000181799,2769539,1/2 cup (121g),,30.2,1,0,0,6,2.06,3,0,200,78,B,51,83,97,83,42,100,2026-06-05,https://labelgrade.com/hunts-diced-tomatoes-58-onz
icelandic-provisions-skyr-vanilla-yogurt,Icelandic Provisions,Icelandic Provisions Skyr Vanilla Yogurt,Milk/Milk Substitutes,00854074006020,2756794,150g,,195,22.5,3,1.5,19.5,0,13.5,,75,78,B,73,75,76,100,30,95,2026-06-03,https://labelgrade.com/icelandic-provisions-skyr-vanilla-yogurt
kelloggs-special-k-cereal-protein-plus-19oz,Kellogg'S,Kellogg'S Special K Cereal Protein Plus 19oz,Cereal,00038000143670,2518898,1 1/3 Cup,,212,15.4,1.42,0.295,38.6,4.72,8.08,7.85,258,78,B,89,70,69,52,86,98,2026-06-03,https://labelgrade.com/kelloggs-special-k-cereal-protein-plus-19oz
lactaid-100-lactose-free-whole-milk,Lactaid,Lactaid 100% Lactose Free Whole Milk,Milk/Milk Substitutes,00041383090363,2756898,1 cup (240 ml),,160,8,8,5,13,0,12,0,125,78,B,55,83,100,100,30,87,2026-05-31,https://labelgrade.com/lactaid-100-lactose-free-whole-milk
planters-cocktail-peanuts-20-oz-567-g,Planters,Cocktail Peanuts,Nuts & Seeds,029000019218,2087596,1 oz,,170,7,14,2,5,1.99,1,,94.9,78,B,88,80,96,64,80,59,2026-06-05,https://labelgrade.com/planters-cocktail-peanuts-20-oz-567-g
think-brownie-crunch-high-protein-bar-2-1-oz-60-g,Think!,"Brownie Crunch High Protein Bar, Brownie Crunch","Snack, Energy & Granola Bars",753656701271,2608367,1 Bar,,230,20,8,3,23,1.02,0,0,190,78,B,100,68,100,66,42,70,2026-06-03,https://labelgrade.com/think-brownie-crunch-high-protein-bar-2-1-oz-60-g
amys-black-bean-vegetable-enchilada-9-5-oz-269-g,Amy's,Amy's Black Bean Vegetable Enchilada,Frozen Dinners & Entrees,042272000814,2673147,1 tray (269 g),,331,10,12,1.51,45,5.92,4.01,0,791,77,B,56,85,98,68,45,97,2026-05-28,https://labelgrade.com/amys-black-bean-vegetable-enchilada-9-5-oz-269-g
bumble-bee-premium-wild-pink-salmon,Bumble Bee,Premium Wild Pink Salmon,Canned Seafood,086600000732,2077478,2.2 oz,,80,13,3,1,0,0,0,,270,77,B,81,80,100,53,30,91,2026-06-05,https://labelgrade.com/bumble-bee-premium-wild-pink-salmon
bushs-best-pinto-beans-111-oz-onz,Bush's Best,Pinto Beans,Canned & Bottled Beans,00039400018186,2769769,1/2 cup,,110,6.99,0,0,20,4.94,1,0,430,77,B,58,80,99,65,57,100,2026-06-05,https://labelgrade.com/bushs-best-pinto-beans-111-oz-onz
califia-farms-unsweetened-almond-milk,Califia Farms,Califia Farms Unsweetened Almond Milk,Plant Based Milk,00813636021659,2757613,1 cup (240 ml),,84,2.4,7.2,0,2.4,2.4,0,,384,77,B,52,78,100,84,37,100,2026-05-28,https://labelgrade.com/califia-farms-unsweetened-almond-milk
daisy-cottage-cheese-2-milkfat-low-fat,Daisy,Daisy 2% Low Fat Cottage Cheese,Cottage Cheese,00073420516208,2757648,1/2 cup (120 g),,108,15.6,2.4,1.8,6,0,4.8,0,432,77,B,70,85,100,63,30,91,2026-05-28,https://labelgrade.com/daisy-cottage-cheese-2-milkfat-low-fat
del-monte-fresh-cut-sweet-peas-15-oz-425-g,Del Monte,Fresh Cut Sweet Peas,Canned Vegetables,024000565154,2658675,0.5 cup,,80,4,0,0,15,4,5,,190,77,B,55,83,80,85,52,100,2026-06-05,https://labelgrade.com/del-monte-fresh-cut-sweet-peas-15-oz-425-g
field-roast-smoked-apple-and-sage-plant-based-sausages,Field Roast,Field Roast Smoked Apple & Sage Plant-Based Sausages,Plant-Based Sausages,0638031612178,2602023,1 sausage (92 g),,220,23,8,0.497,16,0,4,0,560,77,B,88,82,95,35,30,97,2026-05-28,https://labelgrade.com/field-roast-smoked-apple-and-sage-plant-based-sausages
good-culture-cottage-cheese-classic,Good Culture,Good Culture Cottage Cheese Classic,Milk/Milk Substitutes,00859977005149,2755699,150g,,110,19,3,2,3,,3,,460,77,B,69,80,100,67,30,93,2026-06-02,https://labelgrade.com/good-culture-cottage-cheese-classic
justins-classic-peanut-butter-spread-28-oz-794-g,Justin's,Classic Peanut Butter,Nut & Seed Butters,840379101393,2652729,2 Tbsp,,210,7,18,3.5,6,0.992,2,0,25,77,B,83,83,92,100,52,44,2026-06-05,https://labelgrade.com/justins-classic-peanut-butter-spread-28-oz-794-g
kashi-go-cereal-crunch-honey-almond-flax-14oz-14-onz,Kashi,Kashi GO Honey Almond Flax Crunch,Cereal,00018627703396,2721680,3/4 cup (52 g),,200,8.74,5.25,0.572,34.8,8.11,11.5,10.3,141,77,B,75,77,56,70,100,94,2026-05-28,https://labelgrade.com/kashi-go-cereal-crunch-honey-almond-flax-14oz-14-onz
kelloggs-special-k-cereal-protein-honey-almond-ancient-grains-11oz-11-onz,Kellogg's,Kellogg's Special K Protein Honey Almond Ancient Grains,Cereal,00038000196218,2736280,1 1/3 cup (60 g),,221,15.5,2.58,0.36,38.2,5.64,9.42,8.88,267,77,B,89,67,64,52,96,97,2026-05-28,https://labelgrade.com/kelloggs-special-k-cereal-protein-honey-almond-ancient-grains-11oz-11-onz
larabar-cherry-pie-fruit-and-nut-bar-1-7-onz,Larabar,Cherry Pie Fruit & Nut Bar,Snack & Granola Bars,00021908509242,2741560,1 bar (48 g),,200,4,7,0.499,28,3.98,20,0,0,77,B,62,83,43,100,88,95,2026-06-06,https://labelgrade.com/larabar-cherry-pie-fruit-and-nut-bar-1-7-onz
natures-own-specialty-honey-wheat-bread-24-oz-680-g,Nature's Own,Specialty Honey Wheat Bread,Breads & Buns,072250914765,2077150,1.5 oz,,100,5,1,0,20,3.01,3,,150,77,B,67,72,85,64,79,100,2026-06-05,https://labelgrade.com/natures-own-specialty-honey-wheat-bread-24-oz-680-g
oroweat-100-whole-wheat-bread-grains-4-lbs-1-81-kg-907-g,Oroweat,Whole Grains 100% Whole Wheat Bread,Breads & Buns,073410025253,2070980,1 SLICE,,90.1,4,0.999,0,18,2.01,3,,150,77,B,66,75,94,60,67,100,2026-06-05,https://labelgrade.com/oroweat-100-whole-wheat-bread-grains-4-lbs-1-81-kg-907-g
perdue-short-cuts-grilled-chicken-family-size-16-oz,Perdue,Perdue Short Cuts Grilled Carved Chicken Breast (Family Size),Chicken,0072745001611,2616534,3 oz (84 g),,100,20,2,0,1,0,0,,410,77,B,86,68,100,48,30,100,2026-05-28,https://labelgrade.com/perdue-short-cuts-grilled-chicken-family-size-16-oz
rxbar-chocolate-chip-protein-bar-1-83-oz-52-g,RXBAR,RXBAR Chocolate Chip Protein Bar,"Snack, Energy & Granola Bars",857777004690,2609152,1 bar (52 g),,220,12,10,2,22,5,13,0,200,77,B,85,75,73,61,97,76,2026-05-27,https://labelgrade.com/rxbar-chocolate-chip-protein-bar-1-83-oz-52-g
silk-original-soy-milk,Silk,Silk Original Soy Milk,Milk/Milk Substitutes,00025293600393,2756953,1 cup (240 mL),,110,8,4.5,0.5,8,2,5,4,90,77,B,55,75,84,100,36,99,2026-05-31,https://labelgrade.com/silk-original-soy-milk
sunsweet-pitted-prunes-9-oz-255-g,Sunsweet,Pitted Prunes,Dried Fruit & Raisins,802763028891,2010451,1.5 oz,,100,1,0,0,26,3,15,,0,77,B,54,83,51,100,83,100,2026-06-06,https://labelgrade.com/sunsweet-pitted-prunes-9-oz-255-g
beyond-meat-beef-italian-meatballs-9-oz-255-g,Beyond Meat,Beyond Meat Italian Meatballs,Vegetarian Frozen Meats,852629004248,1869600,3 oz (85 g) — ~5 meatballs,,200,18,12,2,6,3,0,0,360,76,B,82,70,100,53,55,85,2026-05-28,https://labelgrade.com/beyond-meat-beef-italian-meatballs-9-oz-255-g
birch-benders-pancake-and-waffle-mix-protein-16-oz-454-g,Birch Benders,Pancake & Waffle Mix Protein,"Cake, Cookie & Cupcake Mixes",856017003431,2670139,0.5 cup,,180,16,1.5,0,26,1,6,,300,76,B,98,72,74,40,44,100,2026-06-03,https://labelgrade.com/birch-benders-pancake-and-waffle-mix-protein-16-oz-454-g
breakstones-lowfat-cottage-cheese,Breakstone's,Breakstone's Lowfat Cottage Cheese,Cottage Cheese,021000013289,1477756,1/2 cup (113 g),,80,10,2.5,1.5,8,3,3,,370,76,B,63,79,100,65,49,93,2026-05-28,https://labelgrade.com/breakstones-lowfat-cottage-cheese
goya-red-kidney-beans-10-5-oz-298-g,Goya,Red Kidney Beans,Canned & Bottled Beans,041331019804,2421467,1/2 cup,,160,10,1,0,28,7.02,1,,439,76,B,62,67,96,64,68,100,2026-06-05,https://labelgrade.com/goya-red-kidney-beans-10-5-oz-298-g
just-egg-plant-based-16-oz,Just Egg,Plant-Based Egg,Eggs & Egg Substitutes,0191011001275,2599574,3 Tbsp (46 g),,69.9,5,5,0,0.998,0,0,0,180,76,B,66,80,100,60,30,100,2026-06-05,https://labelgrade.com/just-egg-plant-based-16-oz
kind-fruit-and-nut-delight-bar-1-4-oz-40-g,Kind,Kind Fruit & Nut Delight Bar,"Snack, Energy & Granola Bars",602652170041,2081642,1 bar (40 g),,200,6,13,1.5,17,3,9,,10,76,B,73,78,50,100,83,76,2026-05-27,https://labelgrade.com/kind-fruit-and-nut-delight-bar-1-4-oz-40-g
king-oscar-sardines-in-pure-spring-water-3-75-oz-106-g,King Oscar,King Oscar Sardines in Pure Spring Water,Canned Fish,034800006320,2015414,1 can drained (85 g),,150,15,10,3,0,0,0,,200,76,B,76,80,100,72,30,77,2026-05-28,https://labelgrade.com/king-oscar-sardines-in-pure-spring-water-3-75-oz-106-g
muuna-lowfat-plain-cottage-cheese-5-3-oz-150-g,Muuna,Muuna Lowfat Plain Cottage Cheese,Cottage Cheese,856491006058,1923646,1 cup (150 g),,120,19,3,2,4,0,4,,520,76,B,69,80,100,64,30,93,2026-05-28,https://labelgrade.com/muuna-lowfat-plain-cottage-cheese-5-3-oz-150-g
sara-lee-100-whole-wheat-bread-16-oz-1-lbs-454-g,Sara Lee,100% Whole Wheat Bread,Breads & Buns,077633750497,2107271,2 SLICES,,120,6,1.5,0,23,3,3,,230,76,B,68,75,87,50,72,100,2026-06-05,https://labelgrade.com/sara-lee-100-whole-wheat-bread-16-oz-1-lbs-454-g
activia-peach-probiotic-yogurt,Activia,Activia Peach Probiotic Yogurt,Yogurt,00036632026040,2757193,1 cup (113 g),,102,4.52,1.7,,17,,13.6,,,75,B,56,79,68,100,30,100,2026-05-28,https://labelgrade.com/activia-peach-probiotic-yogurt
atkins-caramel-nut-chew-flavored-treat-bars-6-oz-170-g,Atkins,Atkins Endulge Caramel Nut Chew Bar,"Snack, Energy & Granola Bars",637480075022,2666193,1 bar (34 g),,130,5,8,4,16,5,1,0,50,75,B,72,71,100,85,100,41,2026-05-28,https://labelgrade.com/atkins-caramel-nut-chew-flavored-treat-bars-6-oz-170-g
